t,cond,avgDb,wpm,text
14.977,1,-120.0,0.0,
15.082,1,-120.0,0.0,
15.164,1,-120.0,0.0,
15.257,1,-120.0,0.0,
15.358,1,-120.0,0.0,
15.464,1,-120.0,0.0,
15.562,1,-120.0,0.0,
15.662,1,-120.0,0.0,
15.762,1,-120.0,0.0,
15.864,1,-120.0,0.0,
15.967,1,-120.0,0.0,
16.067,1,-120.0,0.0,
16.160,1,-120.0,0.0,
16.262,1,-120.0,0.0,
16.360,1,-120.0,0.0,
16.467,1,-120.0,0.0,
16.559,1,-120.0,0.0,
16.660,1,-120.0,0.0,
16.762,1,-120.0,0.0,
16.859,1,-120.0,0.0,
16.964,1,-120.0,0.0,
17.058,1,-120.0,0.0,
17.869,1,-120.0,0.0,
17.869,1,-120.0,0.0,
17.869,1,-120.0,0.0,
17.869,1,-120.0,0.0,
17.869,1,-120.0,0.0,
17.869,1,-120.0,0.0,
17.869,1,-120.0,0.0,
17.869,1,-120.0,0.0,
17.962,1,-120.0,0.0,
18.061,1,-120.0,0.0,
18.161,1,-120.0,0.0,
18.263,1,-120.0,0.0,
18.365,1,-120.0,0.0,
18.464,1,-120.0,0.0,
18.563,1,-120.0,0.0,
18.666,1,-120.0,0.0,
18.766,1,-120.0,0.0,
18.863,1,-120.0,0.0,
18.962,1,-120.0,0.0,
19.063,1,-120.0,0.0,
19.159,1,-120.0,0.0,
19.261,1,-120.0,0.0,
19.364,1,-120.0,0.0,
19.459,1,-120.0,0.0,
19.560,1,-120.0,0.0,
19.661,1,-120.0,0.0,
19.762,1,-120.0,0.0,
19.857,1,-120.0,0.0,
19.960,1,-120.0,0.0,
20.064,1,-120.0,0.0,
20.160,1,-120.0,0.0,
20.259,1,-120.0,0.0,
20.362,1,-120.0,0.0,
20.461,1,-120.0,0.0,
20.563,1,-120.0,0.0,
20.664,1,-120.0,0.0,
20.758,1,-120.0,0.0,
20.866,1,-120.0,0.0,
20.965,1,-120.0,0.0,
21.066,1,-120.0,0.0,
21.159,1,-120.0,0.0,
21.260,1,-120.0,0.0,
21.359,1,-120.0,0.0,
21.457,1,-120.0,0.0,
21.560,1,-120.0,0.0,
21.661,1,-120.0,0.0,
21.759,1,-120.0,0.0,
21.864,1,-120.0,0.0,
21.961,1,-120.0,0.0,
22.060,1,-120.0,0.0,
22.168,1,-120.0,0.0,
22.260,1,-120.0,0.0,
22.357,1,-120.0,0.0,
22.464,1,-120.0,0.0,
22.561,1,-120.0,0.0,
22.666,1,-120.0,0.0,
22.757,1,-120.0,0.0,
22.858,1,-120.0,0.0,
22.961,1,-120.0,0.0,
23.059,1,-120.0,0.0,
23.163,1,-120.0,0.0,
23.263,1,-120.0,0.0,
23.363,1,-120.0,0.0,
23.459,1,-120.0,0.0,
23.560,1,-120.0,0.0,
23.665,1,-120.0,0.0,
23.761,1,-120.0,0.0,
23.860,1,-120.0,0.0,
23.963,1,-120.0,0.0,
24.058,1,-120.0,0.0,
24.162,1,-120.0,0.0,
24.263,1,-120.0,0.0,
24.361,1,-120.0,0.0,
24.464,1,-120.0,0.0,
24.562,1,-120.0,0.0,
24.662,1,-120.0,0.0,
24.799,1,-120.0,0.0,
24.865,1,-120.0,0.0,
24.971,1,-120.0,0.0,
25.060,1,-120.0,0.0,
25.161,1,-120.0,0.0,
25.257,1,-120.0,0.0,
25.363,1,-120.0,0.0,
25.460,1,-120.0,0.0,
25.558,1,-120.0,0.0,
25.658,1,-120.0,0.0,
25.759,1,-120.0,0.0,
25.865,1,-120.0,0.0,
25.957,1,-120.0,0.0,
26.069,1,-120.0,0.0,
26.159,1,-120.0,0.0,
26.261,1,-120.0,0.0,
26.365,1,-120.0,0.0,
26.458,1,-120.0,0.0,
26.562,1,-120.0,0.0,
26.666,1,-120.0,0.0,
26.763,1,-120.0,0.0,
26.869,1,-120.0,0.0,
26.970,1,-120.0,0.0,
27.060,1,-120.0,0.0,
27.162,1,-120.0,0.0,
27.266,1,-120.0,0.0,
27.363,1,-120.0,0.0,
27.464,1,-120.0,0.0,
27.563,1,-120.0,0.0,
27.657,1,-120.0,0.0,
27.761,1,-120.0,0.0,
27.868,1,-120.0,0.0,
27.958,1,-120.0,0.0,
28.065,1,-120.0,0.0,
28.158,1,-120.0,0.0,
28.266,1,-120.0,0.0,
28.362,1,-120.0,0.0,
28.462,1,-120.0,0.0,
28.560,1,-120.0,0.0,
28.663,1,-120.0,0.0,
28.762,1,-120.0,0.0,
28.864,1,-120.0,0.0,
28.962,1,-120.0,0.0,
29.058,1,-120.0,0.0,
29.164,1,-120.0,0.0,
29.266,1,-120.0,0.0,
29.367,1,-120.0,0.0,
29.466,1,-120.0,0.0,
29.559,1,-120.0,0.0,
29.658,1,-120.0,0.0,
29.758,1,-120.0,0.0,
29.865,1,-120.0,0.0,
29.960,1,-120.0,0.0,
30.061,1,-120.0,0.0,
30.158,1,-120.0,0.0,
30.260,1,-120.0,0.0,
30.364,1,-120.0,0.0,
30.461,1,-120.0,0.0,
30.557,1,-120.0,0.0,
30.665,1,-120.0,0.0,
30.764,1,-120.0,0.0,
30.859,1,-120.0,0.0,
30.966,1,-120.0,0.0,
31.061,1,-120.0,0.0,
31.159,1,-120.0,0.0,
31.257,1,-120.0,0.0,
31.358,1,-120.0,0.0,
31.463,1,-120.0,0.0,
31.564,1,-120.0,0.0,
31.658,1,-120.0,0.0,
31.761,1,-120.0,0.0,
31.863,1,-120.0,0.0,
31.963,1,-120.0,0.0,
32.063,1,-120.0,0.0,
32.157,1,-120.0,0.0,
32.258,1,-120.0,0.0,
32.362,1,-120.0,0.0,
32.461,1,-120.0,0.0,
32.561,1,-120.0,0.0,
32.662,1,-120.0,0.0,
32.761,1,-120.0,0.0,
32.864,1,-120.0,0.0,
32.966,1,-120.0,0.0,
33.061,1,-120.0,0.0,
33.164,1,-120.0,0.0,
33.263,1,-120.0,0.0,
33.362,1,-120.0,0.0,
33.462,1,-120.0,0.0,
33.559,1,-120.0,0.0,
33.665,1,-120.0,0.0,
33.761,1,-120.0,0.0,
33.864,1,-120.0,0.0,
33.964,1,-120.0,0.0,
34.063,1,-120.0,0.0,
34.166,1,-120.0,0.0,
34.260,1,-120.0,0.0,
34.363,1,-120.0,0.0,
34.460,1,-120.0,0.0,
