t,cond,avgDb,wpm,text
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.306,1,-120.0,0.0,
6.409,1,-120.0,0.0,
6.508,1,-99.5,0.0,
6.600,1,-72.9,0.0,
6.701,1,-14.2,0.0,
6.813,1,-15.1,0.0,
6.951,1,-31.3,0.0,
7.016,1,-22.5,0.0,
7.107,1,-39.8,0.0,
