t,cond,avgDb,wpm,text
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
4.965,0,-120.0,0.0,
5.013,0,-120.0,0.0,
5.108,0,-120.0,0.0,
5.205,0,-120.0,0.0,
5.310,0,-120.0,0.0,
5.401,0,-120.0,0.0,
5.511,0,-120.0,0.0,
5.609,0,-120.0,0.0,
5.732,0,-120.0,0.0,
5.826,0,-120.0,0.0,
5.927,0,-120.0,0.0,
6.014,0,-120.0,0.0,
6.109,0,-120.0,0.0,
6.207,0,-120.0,0.0,
6.305,0,-120.0,0.0,
6.403,0,-120.0,0.0,
6.515,0,-120.0,0.0,
6.612,0,-120.0,0.0,
6.709,0,-120.0,0.0,
6.821,0,-120.0,0.0,
6.918,0,-120.0,0.0,
7.001,0,-120.0,0.0,
7.113,0,-120.0,0.0,
7.209,0,-120.0,0.0,
7.320,0,-120.0,0.0,
7.406,0,-120.0,0.0,
7.501,0,-120.0,0.0,
7.604,0,-120.0,0.0,
7.713,0,-120.0,0.0,
7.824,0,-120.0,0.0,
7.908,0,-120.0,0.0,
8.007,0,-120.0,0.0,
8.119,0,-120.0,0.0,
8.216,0,-120.0,0.0,
8.327,0,-120.0,0.0,
8.423,0,-120.0,0.0,
8.521,0,-120.0,0.0,
8.604,0,-120.0,0.0,
8.714,0,-120.0,0.0,
8.826,0,-120.0,0.0,
8.909,0,-120.0,0.0,
9.020,0,-120.0,0.0,
9.104,0,-120.0,0.0,
9.218,0,-120.0,0.0,
9.300,0,-120.0,0.0,
9.410,0,-120.0,0.0,
9.522,0,-120.0,0.0,
9.604,0,-120.0,0.0,
9.716,0,-120.0,0.0,
9.815,0,-120.0,0.0,
9.925,0,-120.0,0.0,
10.009,0,-120.0,0.0,
10.122,0,-120.0,0.0,
10.205,0,-120.0,0.0,
10.353,0,-120.0,0.0,
10.401,0,-120.0,0.0,
10.515,0,-120.0,0.0,
10.624,0,-120.0,0.0,
10.707,0,-120.0,0.0,
10.821,0,-120.0,0.0,
10.904,0,-120.0,0.0,
11.016,0,-120.0,0.0,
11.125,0,-120.0,0.0,
11.207,0,-120.0,0.0,
11.318,0,-120.0,0.0,
11.406,0,-120.0,0.0,
11.517,0,-120.0,0.0,
11.632,0,-120.0,0.0,
11.710,0,-120.0,0.0,
11.823,0,-120.0,0.0,
11.902,0,-120.0,0.0,
12.015,0,-120.0,0.0,
