t,cond,avgDb,wpm,text
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.172,1,-120.0,0.0,
11.202,1,-120.0,0.0,
11.305,1,-120.0,0.0,
11.401,1,-97.3,0.0,
11.513,1,-16.7,0.0,
11.613,1,-18.3,0.0,
11.792,1,-27.7,0.0,
11.811,1,-27.3,0.0,
11.901,1,-19.6,0.0,
12.012,1,-34.8,0.0,
12.110,1,-17.9,0.0,
12.206,1,-16.8,0.0,
12.304,1,-17.3,0.0,
12.403,1,-53.6,0.0,
12.500,1,-29.3,0.0,
12.614,1,-58.9,0.0,
12.708,1,-20.7,0.0,
12.803,1,-19.1,0.0,
12.914,1,-28.1,0.0,
13.012,1,-19.1,0.0,
13.109,1,-23.3,0.0,
13.207,1,-30.7,0.0,
13.304,1,-21.4,0.0,
13.401,1,-16.4,0.0,
13.501,1,-14.7,0.0,
13.609,1,-50.7,0.0,
13.708,1,-22.9,0.0,
13.807,1,-14.9,0.0,
13.903,1,-24.1,0.0,
14.014,1,-14.4,0.0,
14.114,1,-18.3,0.0,
14.211,1,-31.8,0.0,
14.309,1,-28.0,0.0,
14.407,1,-47.0,0.0,
14.506,1,-85.5,0.0,
14.603,1,-95.1,0.0,
14.701,1,-120.0,0.0,
14.812,1,-120.0,0.0,
14.911,1,-120.0,0.0,
15.008,1,-120.0,0.0,
15.104,1,-120.0,0.0,
15.204,1,-120.0,0.0,
15.301,1,-120.0,0.0,
15.412,1,-120.0,0.0,
15.513,1,-120.0,0.0,
15.607,1,-99.9,0.0,
15.703,1,-30.4,0.0,
15.801,1,-27.3,0.0,
15.912,1,-25.0,0.0,
16.009,1,-18.1,0.0,
16.105,1,-26.3,0.0,
16.204,1,-14.8,0.0,
16.300,1,-19.9,0.0,
16.411,1,-57.4,0.0,
16.509,1,-19.7,0.0,
16.607,1,-47.3,0.0,
16.704,1,-19.1,0.0,
16.818,1,-18.2,0.0,
16.914,1,-21.6,0.0,
17.011,1,-27.1,0.0,
17.109,1,-30.7,0.0,
17.207,1,-21.2,0.0,
17.301,1,-36.0,0.0,
17.415,1,-40.2,0.0,
17.513,1,-29.4,0.0,
17.611,1,-30.3,0.0,
17.710,1,-17.7,0.0,
17.806,1,-23.3,0.0,
17.903,1,-25.0,0.0,
18.000,1,-33.1,0.0,
18.112,1,-78.4,0.0,
18.210,1,-94.5,0.0,
18.306,1,-120.0,0.0,
18.404,1,-120.0,0.0,
18.502,1,-120.0,0.0,
18.610,1,-120.0,0.0,
18.709,1,-120.0,0.0,
18.803,1,-120.0,0.0,
18.903,1,-120.0,0.0,
19.001,1,-95.3,0.0,
19.109,1,-25.0,0.0,
19.205,1,-12.2,0.0,
19.304,1,-26.0,0.0,
19.402,1,-22.2,0.0,
19.501,1,-13.6,0.0,
19.612,1,-14.0,0.0,
19.712,1,-17.0,0.0,
19.808,1,-19.7,0.0,
19.907,1,-28.4,0.0,
20.005,1,-19.4,0.0,
20.102,1,-19.6,0.0,
20.214,1,-45.7,0.0,
20.312,1,-30.2,0.0,
20.409,1,-28.3,0.0,
20.506,1,-24.2,0.0,
20.604,1,-37.8,0.0,
