t,cond,hitObj,x,y,z
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.599,2,Collider,6.50,-1.01,-1.80
8.635,2,Collider,6.49,-1.05,-1.80
8.635,2,Collider,6.49,-1.05,-1.80
8.689,2,Collider,6.49,-1.13,-1.80
8.717,2,Collider,6.49,-1.20,-1.80
8.741,2,Collider,6.49,-1.24,-1.80
8.767,2,Collider,6.49,-1.33,-1.80
8.809,2,Collider,6.49,-1.44,-1.80
8.838,2,Collider,6.49,-1.50,-1.80
8.884,2,Collider,6.49,-1.64,-1.80
8.914,2,Middle,6.47,-1.71,-1.80
8.937,2,Collider,6.48,-1.66,-1.80
8.977,2,Collider,6.49,-1.64,-1.80
9.803,2,Collider,6.48,-1.65,-1.80
9.803,2,Collider,6.48,-1.65,-1.80
